ID,age,job0,job1,job2,job3,job4,job5,job6,job7,job8,job9,job10,job11,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome0,poutcome1,poutcome2,poutcome3,y
1,0.3246753246753247,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0.07544531803242968,1,0,-1,0.26666666666666666,5,0.03864983251739242,0.018518518518518517,0.0,0.0,0,0,0,1,0
2,0.3116883116883117,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.11888765819911754,1,0,0,0.2,4,0.025508889461479,0.0,0.29473684210526313,0.007272727272727273,0,1,0,0,0
3,0.37662337662337664,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0737475714052258,1,1,0,0.43333333333333335,7,0.01984024735892811,0.018518518518518517,0.0,0.0,0,0,0,1,0
4,0.12987012987012986,0,0,0,0,1,0,0,0,0,0,0,0,-1,2,0,0.06377898425725854,1,1,0,0.5666666666666667,7,0.044833805720175215,0.018518518518518517,0.0,0.0,0,0,0,1,0
5,0.3116883116883117,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0.0998038966462695,1,0,-1,0.6666666666666666,5,0.04818345787168256,0.07407407407407407,0.0,0.0,0,0,0,1,0
6,0.4935064935064935,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0.07688885660850145,0,0,-1,0.26666666666666666,6,0.012110280855449627,0.0,0.0,0.0,0,0,0,1,0
7,0.18181818181818182,0,0,0,0,1,0,0,0,0,0,0,0,-1,3,0,0.08838269206326149,0,0,0,0.6666666666666666,11,0.04045349136820407,0.05555555555555555,0.0,0.0,0,0,0,1,0
8,0.19480519480519481,0,0,0,0,1,0,0,0,0,0,0,0,-1,3,0,0.06954405970257659,0,0,1,0.9333333333333333,8,0.01520226745684102,0.018518518518518517,0.0,0.0,0,0,0,1,0
9,0.18181818181818182,0,0,0,0,0,0,0,0,0,1,0,0,-1,2,0,0.07560873749387177,1,1,0,0.8,8,0.025508889461479,0.037037037037037035,0.0,0.0,0,0,0,1,0
10,0.4805194805194805,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0.11617307936738511,0,1,-1,0.6333333333333333,6,0.003091986601391394,0.037037037037037035,0.0,0.0,0,0,0,1,0
11,0.4675324675324675,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0.08257222232309844,0,0,0,0.9,1,0.08709095593919093,0.0,0.0,0.0,0,0,0,1,0
12,0.5324675324675324,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0.08219998910536924,1,1,0,0.0,4,0.03246585931460964,0.018518518518518517,0.2807017543859649,0.0036363636363636364,1,0,0,0,0
13,0.38961038961038963,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0.07709767036478855,0,1,0,0.16666666666666666,8,0.051017778922958,0.018518518518518517,0.0,0.0,0,0,0,1,0
14,0.4675324675324675,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.07280337007244929,1,0,0,0.3333333333333333,7,0.04096882246843597,0.018518518518518517,0.0,0.0,0,0,0,1,0
15,0.45454545454545453,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0.1511266863980535,0,0,0,0.3,2,0.01700592630765267,0.0,0.0,0.0,0,0,0,1,0
16,0.15584415584415584,0,0,0,0,0,0,0,1,0,0,0,0,-1,3,0,0.10472463820747009,1,0,-1,0.9333333333333333,5,0.11517650090182943,0.05555555555555555,0.0,0.0,0,0,0,1,0
17,0.2727272727272727,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0.07884081128683747,1,0,0,0.23333333333333334,5,0.03426951816542129,0.12962962962962962,0.0,0.0,0,0,0,1,0
18,0.2727272727272727,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0.07792384653096798,0,0,0,0.6666666666666666,8,0.022159237309971658,0.05555555555555555,0.0,0.0,0,0,0,1,0
19,0.5324675324675324,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0.08595863671853722,1,1,0,0.7333333333333333,7,0.11259984540066993,0.018518518518518517,0.0,0.0,0,0,0,1,0
20,0.12987012987012986,0,0,0,0,0,0,0,0,1,0,0,0,-1,2,0,0.07557242205799575,0,0,0,0.2,7,0.16104096882246843,0.0,0.0,0.0,0,0,0,1,0
21,0.16883116883116883,0,0,0,0,1,0,0,0,0,0,0,0,-1,3,0,0.10881920360249124,1,0,0,0.6666666666666666,11,0.2213347075496006,0.0,0.21403508771929824,0.0036363636363636364,1,0,0,0,0
22,0.12987012987012986,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0.07283060664935631,1,0,-1,0.2,5,0.03143519711414584,0.07407407407407407,0.0,0.0,0,0,0,1,0
23,0.4025974025974026,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0.0743376972382111,1,0,-1,0.9,5,0.044833805720175215,0.0,0.0,0.0,0,0,0,1,0
24,0.09090909090909091,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0.06820038857516388,1,1,-1,0.1,6,0.1040968822468436,0.018518518518518517,0.0,0.0,0,0,0,1,0
